UserName,Handle,Timestamp,Comments,Likes,Retweets,Text,KeyWord,Sentiment
The New York Times,@nytimes,2021-12-06T00:15:04.000Z,"Bitcoin miners are setting up computer farms in upstate New York for crypto transactions, drawn by cheap electricity and shuttered factories. They say they’re boosting local economies, but some residents are concerned about their environmental impact.
nytimes.com
A Bitcoin Boom Fueled by Cheap Power, Empty Plants and Few Rules
Cryptocurrency miners are flocking to New York’s faded industrial towns, prompting concern over the environmental impact of huge computer farms.
39
95
274The New York Times
@nytimes
·
Dec 6
Bitcoin miners are setting up computer farms in upstate New York for crypto transactions, drawn by cheap electricity and shuttered factories. They say they’re boosting local economies, but some residents are concerned about their environmental impact.
nytimes.com
A Bitcoin Boom Fueled by Cheap Power, Empty Plants and Few Rules
Cryptocurrency miners are flocking to New York’s faded industrial towns, prompting concern over the environmental impact of huge computer farms.
39
95
274",39,95,274, ,0.1459893048128342
The New York Times,@nytimes,2021-12-06T00:00:22.000Z,"This season brought with it a collection of memoirs written by titans in the entertainment industry, including Will Smith, Elvira and others. Here are 9 new books that will help you dive into pop culture.
nytimes.com
This Season’s Pop-Culture Memoirs, From Will Smith to Elvira
Lisa Schwarzbaum reviews a selection of books that also includes Wil Haygood’s “Colorization,” which qualifies as “an invaluable national memoir.”
11
20
67The New York Times
@nytimes
·
Dec 6
This season brought with it a collection of memoirs written by titans in the entertainment industry, including Will Smith, Elvira and others. Here are 9 new books that will help you dive into pop culture.
nytimes.com
This Season’s Pop-Culture Memoirs, From Will Smith to Elvira
Lisa Schwarzbaum reviews a selection of books that also includes Wil Haygood’s “Colorization,” which qualifies as “an invaluable national memoir.”
11
20
67",11,20,67, Elvira ,0.13636363636363635
The New York Times,@nytimes,2021-12-05T23:30:13.000Z,"President Vladimir Putin of Russia remains fixated on Ukraine and plans to have 175,000 troops near the border by early 2022.

For him and many Russians, the conflict isn’t just about geopolitics. It’s about righting what is seen as a historical injustice.
nytimes.com
What’s Driving Putin’s Ukraine Brinkmanship?
There are tactical reasons for threatening an invasion, but the real cause may lie in the Kremlin’s fixation with righting what it sees as a historical injustice.
153
169
340The New York Times
@nytimes
·
Dec 6
President Vladimir Putin of Russia remains fixated on Ukraine and plans to have 175,000 troops near the border by early 2022.

For him and many Russians, the conflict isn’t just about geopolitics. It’s about righting what is seen as a historical injustice.
nytimes.com
What’s Driving Putin’s Ukraine Brinkmanship?
There are tactical reasons for threatening an invasion, but the real cause may lie in the Kremlin’s fixation with righting what it sees as a historical injustice.
153
169
340",153,169,340, Putin Russia Ukraine Russians Kremlin ,0.14895104895104894
The New York Times,@nytimes,2021-12-05T20:20:04.000Z,"Our best Hanukkah recipes include a dozen types of latkes, seven recipes for brisket, five for rugelach and four for doughnuts.
cooking.nytimes.com
Our Best Hanukkah Recipes
Our best Hanukkah recipes including brisket, latkes, cookie and dessert recipes.
11
55
376The New York Times
@nytimes
·
Dec 5
Our best Hanukkah recipes include a dozen types of latkes, seven recipes for brisket, five for rugelach and four for doughnuts.
cooking.nytimes.com
Our Best Hanukkah Recipes
Our best Hanukkah recipes including brisket, latkes, cookie and dessert recipes.
11
55
376",11,55,376, Hanukkah seven five four ,0.8766233766233766
The New York Times Retweeted,@antontroian,2021-12-05T18:49:28.000Z,"As the Kremlin masses troops near Ukraine, it is signaling one core conviction: Russia cares more about the fate of its southwestern neighbor than the West ever will.
nytimes.com
What’s Driving Putin’s Ukraine Brinkmanship?
There are tactical reasons for threatening an invasion, but the real cause may lie in the Kremlin’s fixation with righting what it sees as a historical injustice.
37
64
144The New York Times Retweeted",37,64,144, Kremlin Ukraine one Russia West Putin ,0.18727272727272729
The New York Times,@nytimes,2021-12-05T20:00:28.000Z,"Breaking News: David Perdue, a former U.S. senator and an ally of Donald Trump, is expected to challenge Gov. Brian Kemp in the Republican primary for governor of Georgia.
nytimes.com
Ex-Senator David Perdue to Run for Governor of Georgia
Mr. Perdue, an ally of Donald Trump, will challenge the incumbent governor, Brian Kemp, in a Republican primary.
335
521
677The New York Times
@nytimes
·
Dec 5
Breaking News: David Perdue, a former U.S. senator and an ally of Donald Trump, is expected to challenge Gov. Brian Kemp in the Republican primary for governor of Georgia.
nytimes.com
Ex-Senator David Perdue to Run for Governor of Georgia
Mr. Perdue, an ally of Donald Trump, will challenge the incumbent governor, Brian Kemp, in a Republican primary.
335
521
677",335,521,677, Perdue Trump Republican Georgia ,0.17070707070707072
The New York Times,@nytimes,2021-12-05T19:50:02.000Z,"How does Denzel Washington maintain an air of mystery in this oversharing era?

“If they see you free all week, they won’t pay to see you on the weekend,” the star told 
@maureendowd
 . “I don’t tweet. I don’t have Instagram. I embrace my inner analog.”
nytimes.com
Denzel Washington, Man on Fire
The actor never leans in — he’s all in. And in his latest, “Macbeth,” conjured by Joel Coen, he is as sharp and deadly as a dagger.
57
493
2.6KThe New York Times
@nytimes
·
Dec 5
How does Denzel Washington maintain an air of mystery in this oversharing era?

“If they see you free all week, they won’t pay to see you on the weekend,” the star told 
@maureendowd
 . “I don’t tweet. I don’t have Instagram. I embrace my inner analog.”
nytimes.com
Denzel Washington, Man on Fire
The actor never leans in — he’s all in. And in his latest, “Macbeth,” conjured by Joel Coen, he is as sharp and deadly as a dagger.
57
493
2.6K",57,493,2.6K, Washington weekend Instagram Macbeth K ,0.11694214876033059
The New York Times,@nytimes,2021-12-05T19:30:05.000Z,"Pope Francis returned to a refugee camp on the Greek island of Lesbos seeking to elevate the plight of migrants to the top level of global concerns.

“Five years have passed since I visited this place,” he said, adding: “We see that little has changed.”
nytimes.com
Pope, on Lesbos, Laments That for Migrants, ‘Little Has Changed’
At a Greek refugee camp, Francis sought to restore compassion for asylum seekers, whose plight he called a “shipwreck of civilization.”
35
131
403The New York Times
@nytimes
·
Dec 5
Pope Francis returned to a refugee camp on the Greek island of Lesbos seeking to elevate the plight of migrants to the top level of global concerns.

“Five years have passed since I visited this place,” he said, adding: “We see that little has changed.”
nytimes.com
Pope, on Lesbos, Laments That for Migrants, ‘Little Has Changed’
At a Greek refugee camp, Francis sought to restore compassion for asylum seekers, whose plight he called a “shipwreck of civilization.”
35
131
403",35,131,403, Pope Francis Greek Lesbos years ,0.02972027972027972
The New York Times Retweeted,@juliebosman,2021-12-05T15:58:05.000Z,"Our look at the Omicron variant, which is outpacing a public health response that is unable to keep up.
nytimes.com
Before Even Receiving a Name, Omicron Could Have Spread in New York and the Country
A health care analyst came to Manhattan for an anime convention. His trip shows how the virus once again outpaced the public health response.
13
41
103The New York Times Retweeted",13,41,103, Omicron Manhattan ,-0.045454545454545456
The New York Times,@nytimes,2021-12-05T19:10:05.000Z,"The Australian Parliament has temporarily closed to the public after a Greens party staff member tested positive for the coronavirus. The employee was fully vaccinated and had participated in the last parliamentary session of the year.
nytimes.com
Australia’s Parliament closes its doors after a staff member tests positive.
23
45
155The New York Times
@nytimes
·
Dec 5
The Australian Parliament has temporarily closed to the public after a Greens party staff member tested positive for the coronavirus. The employee was fully vaccinated and had participated in the last parliamentary session of the year.
nytimes.com
Australia’s Parliament closes its doors after a staff member tests positive.
23
45
155",23,45,155, Parliament Greens year ,0.06503496503496503
The New York Times Retweeted,@sameeryasir,2021-12-05T14:48:17.000Z,"Protests and clashes raged on Sunday in northeastern India after 14 civilians were killed by soldiers, one of the deadliest outbursts of violence in recent years in a region long torn by insurgency and ethnic divisions.
nytimes.com
Anger Spreads in Northeastern India After Security Forces Kill 14 Civilians
Eight mine workers were shot in a mistaken ambush by soldiers seeking insurgents, and six protesters died later in clashes with government forces, stoking fears of further violence in the restive...
6
52
109The New York Times Retweeted",6,52,109, Sunday India one years Eight six ,-0.11623376623376623
The New York Times,@nytimes,2021-12-05T16:30:19.000Z,"A military vehicle rammed a group of protesters in Myanmar, resulting in fatalities and injuring at least eight, according to local news reports and video from the scene. Soldiers also fired into the crowd and kicked hurt demonstrators, witnesses said.
nytimes.com
Fatalities Reported After Military Truck Rams Protesters in Myanmar
Witnesses said soldiers also fired into the crowd and kicked wounded demonstrators, the latest in a series of confrontations in which the military’s behavior has infuriated citizens.
29
66
192The New York Times
@nytimes
·
Dec 5
A military vehicle rammed a group of protesters in Myanmar, resulting in fatalities and injuring at least eight, according to local news reports and video from the scene. Soldiers also fired into the crowd and kicked hurt demonstrators, witnesses said.
nytimes.com
Fatalities Reported After Military Truck Rams Protesters in Myanmar
Witnesses said soldiers also fired into the crowd and kicked wounded demonstrators, the latest in a series of confrontations in which the military’s behavior has infuriated citizens.
29
66
192",29,66,192, Myanmar eight ,-0.004895104895104895
The New York Times Retweeted,@katie_robertson,2021-12-04T18:32:27.000Z,"“Unless we want to look like a museum, we had to change and change pretty radically.""

At Condé Nast, execs are trying to shrug off the past to survive in the future. I spoke to Anna Wintour and CEO Roger Lynch about their plans:
nytimes.com
Condé Nast Knows Faded Glory Is Not in Style
Anna Wintour is the embodiment of the glory days of the magazine dynasty. Now she is pitching its global, digital future.
10
51
175The New York Times Retweeted",10,51,175, days ,0.01948051948051948
The New York Times,@nytimes,2021-12-05T16:20:08.000Z,"CNN fired Chris Cuomo on Saturday following the network’s investigation into his efforts to help his brother, Andrew Cuomo, fight off multiple sexual harassment allegations.
nytimes.com
CNN Fires Chris Cuomo After New Details on Help He Gave His Brother
“We retained a respected law firm to conduct the review, and have terminated him, effective immediately,” the cable network said on Saturday.
87
80
381The New York Times
@nytimes
·
Dec 5
CNN fired Chris Cuomo on Saturday following the network’s investigation into his efforts to help his brother, Andrew Cuomo, fight off multiple sexual harassment allegations.
nytimes.com
CNN Fires Chris Cuomo After New Details on Help He Gave His Brother
“We retained a respected law firm to conduct the review, and have terminated him, effective immediately,” the cable network said on Saturday.
87
80
381",87,80,381, CNN Saturday ,0.16993006993006993
The New York Times,@nytimes,2021-12-05T16:10:02.000Z,"Eight mine workers in northeast India were shot in a mistaken ambush by soldiers seeking insurgents, and six protesters died later in clashes with government forces. It was one of the deadliest outbursts of violence in the restive region in recent years.
nytimes.com
Anger Spreads in Northeastern India After Security Forces Kill 14 Civilians
Eight mine workers were shot in a mistaken ambush by soldiers seeking insurgents, and six protesters died later in clashes with government forces, stoking fears of further violence in the restive...
29
139
272The New York Times
@nytimes
·
Dec 5
Eight mine workers in northeast India were shot in a mistaken ambush by soldiers seeking insurgents, and six protesters died later in clashes with government forces. It was one of the deadliest outbursts of violence in the restive region in recent years.
nytimes.com
Anger Spreads in Northeastern India After Security Forces Kill 14 Civilians
Eight mine workers were shot in a mistaken ambush by soldiers seeking insurgents, and six protesters died later in clashes with government forces, stoking fears of further violence in the restive...
29
139
272",29,139,272, Eight India six one years ,-0.11487603305785124
The New York Times,@nytimes,2021-12-05T16:00:05.000Z,"Nathaniel Woods never touched the gun used to kill three Birmingham police officers in 2004. Alabama still sentenced him to die for his role in the murders.
nytimes.com
He Never Touched the Murder Weapon. Alabama Sentenced Him to Die.
Nathaniel Woods was unarmed when three Birmingham police officers were fatally shot by someone else in 2004. But Woods, a Black man, was convicted of capital murder for his role in the deaths of the...
70
463
1KThe New York Times
@nytimes
·
Dec 5
Nathaniel Woods never touched the gun used to kill three Birmingham police officers in 2004. Alabama still sentenced him to die for his role in the murders.
nytimes.com
He Never Touched the Murder Weapon. Alabama Sentenced Him to Die.
Nathaniel Woods was unarmed when three Birmingham police officers were fatally shot by someone else in 2004. But Woods, a Black man, was convicted of capital murder for his role in the deaths of the...
70
463
1K",70,463,1K, Woods three Birmingham Alabama Black K ,-0.06565656565656565
The New York Times,@nytimes,2021-12-05T16:04:45.000Z,"A new documentary by The New York Times, now streaming on Hulu, features prison videos recorded by Woods and the man who shot the officers, as well as interviews with the former Birmingham police chief and the daughter of one of the slain officers.
nytimes.com
In Alabama, a Death Sentence for a Man Who Never Pulled the Trigger
A New York Times documentary examines the case of Nathaniel Woods, who was sentenced to death for his role in the murders of three Birmingham police officers fatally shot by someone else.
13
54
168",13,54,168, Woods Birmingham one Alabama three ,0.06818181818181818
The New York Times,@nytimes,2021-12-05T12:20:03.000Z,"Rather than working on your garden in the cold, try building a tiny landscape inside a terrarium in your living room.
nytimes.com
Inside a Terrarium, It’s Always Gardening Season
As winter closes in, there’s at least one place where plants will still grow: a terrarium. Here’s how to get started on yours.
33
61
445The New York Times
@nytimes
·
Dec 5
Rather than working on your garden in the cold, try building a tiny landscape inside a terrarium in your living room.
nytimes.com
Inside a Terrarium, It’s Always Gardening Season
As winter closes in, there’s at least one place where plants will still grow: a terrarium. Here’s how to get started on yours.
33
61
445",33,61,445, Terrarium one ,-0.23766233766233766
The New York Times,@nytimes,2021-12-05T11:50:03.000Z,"This classic holiday cookie found in nearly every gift box is even richer when you blend in almond flour and a splash of almond extract. They keep well for up to two weeks stored in an airtight container at room temperature.
cooking.nytimes.com
Almond Spritz Cookies Recipe
A holiday classic found in nearly every cookie box, these almond-flavored treats are buttery, crisp and all too easy to eat by the handful (fear not, this recipe makes a lot) Spritz cookies also keep...
35
62
589The New York Times
@nytimes
·
Dec 5
This classic holiday cookie found in nearly every gift box is even richer when you blend in almond flour and a splash of almond extract. They keep well for up to two weeks stored in an airtight container at room temperature.
cooking.nytimes.com
Almond Spritz Cookies Recipe
A holiday classic found in nearly every cookie box, these almond-flavored treats are buttery, crisp and all too easy to eat by the handful (fear not, this recipe makes a lot) Spritz cookies also keep...
35
62
589",35,62,589, two weeks Cookies Recipe ,0.1976689976689977
The New York Times,@nytimes,2021-12-05T11:20:04.000Z,"Coffee gets people moving in the morning — in more ways than one. Here's why.
nytimes.com
Why Does Coffee Make Me Poop?
It’s not clear why coffee can stimulate a bowel movement, but the speed of this effect suggests it’s mediated by the brain.
78
186
665The New York Times
@nytimes
·
Dec 5
Coffee gets people moving in the morning — in more ways than one. Here's why.
nytimes.com
Why Does Coffee Make Me Poop?
It’s not clear why coffee can stimulate a bowel movement, but the speed of this effect suggests it’s mediated by the brain.
78
186
665",78,186,665, one ,0.20727272727272728
The New York Times,@nytimes,2021-12-05T10:50:01.000Z,"Feeling festive? These salty, spicy cookies are inspired by cocktail nuts, and are just as good with a holiday cocktail.
cooking.nytimes.com
Savory Mixed-Nut Shortbread Recipe
Inspired by the cocktail nuts served at Union Square Cafe in New York City — butter-rich, toasty warm and fragrant with rosemary and cayenne — this no-mixer press-in cookie is a joy to make You...
9
25
157The New York Times
@nytimes
·
Dec 5
Feeling festive? These salty, spicy cookies are inspired by cocktail nuts, and are just as good with a holiday cocktail.
cooking.nytimes.com
Savory Mixed-Nut Shortbread Recipe
Inspired by the cocktail nuts served at Union Square Cafe in New York City — butter-rich, toasty warm and fragrant with rosemary and cayenne — this no-mixer press-in cookie is a joy to make You...
9
25
157",9,25,157, Recipe cayenne ,0.5121212121212121
The New York Times,@nytimes,2021-12-05T10:21:06.000Z,"As the holiday season ramps up, travelers need to be prepared for whether their destinations require a Covid vaccine card for entry. Here's how to keep your information handy on your phone.
nytimes.com
How to Carry Your Covid Health Data on a Smartphone
To plan for safe travels and gatherings this holiday season, here are some simple ways to take your Covid-related health data with you.
39
42
162The New York Times
@nytimes
·
Dec 5
As the holiday season ramps up, travelers need to be prepared for whether their destinations require a Covid vaccine card for entry. Here's how to keep your information handy on your phone.
nytimes.com
How to Carry Your Covid Health Data on a Smartphone
To plan for safe travels and gatherings this holiday season, here are some simple ways to take your Covid-related health data with you.
39
42
162",39,42,162, Covid Smartphone ,0.33376623376623377
The New York Times,@nytimes,2021-12-05T09:50:06.000Z,"In Opinion

""Though I don’t begrudge anyone who finds joy in holiday gift-giving,"" Jessica Grose writes, ""I find the whole exercise to be emotionally exhausting and spiritually unfulfilling, often causing more anxiety for both parties than it’s worth.""
nytimes.com
Opinion | Is Holiday Gift-Giving Really Worth It?
December’s materialism can feel perfunctory.
63
95
540The New York Times
@nytimes
·
Dec 5
In Opinion

""Though I don’t begrudge anyone who finds joy in holiday gift-giving,"" Jessica Grose writes, ""I find the whole exercise to be emotionally exhausting and spiritually unfulfilling, often causing more anxiety for both parties than it’s worth.""
nytimes.com
Opinion | Is Holiday Gift-Giving Really Worth It?
December’s materialism can feel perfunctory.
63
95
540",63,95,540, Opinion Gift December ,0.23575757575757578
The New York Times,@nytimes,2021-12-05T09:50:04.000Z,"There are some new rules for hosting the holiday party that you had to cancel last year.
nytimes.com
The New Rules for Hosting That Holiday Party
If the 2020 holiday season was the year to cancel everything, 2021 is about figuring out how to get our groove back.
18
32
113The New York Times
@nytimes
·
Dec 5
There are some new rules for hosting the holiday party that you had to cancel last year.
nytimes.com
The New Rules for Hosting That Holiday Party
If the 2020 holiday season was the year to cancel everything, 2021 is about figuring out how to get our groove back.
18
32
113",18,32,113, year ,0.07575757575757575
The New York Times,@nytimes,2021-12-05T09:20:04.000Z,"Scientists have long debated whether irritable bowel syndrome is created in the gut or the brain, but patients often have to come to their own conclusion to find relief.
nytimes.com
Are My Stomach Problems Really All in My Head?
Scientists often debate whether irritable bowel syndrome is a mental or physical issue. That’s not much help for those who suffer from it.
15
68
302The New York Times
@nytimes
·
Dec 5
Scientists have long debated whether irritable bowel syndrome is created in the gut or the brain, but patients often have to come to their own conclusion to find relief.
nytimes.com
Are My Stomach Problems Really All in My Head?
Scientists often debate whether irritable bowel syndrome is a mental or physical issue. That’s not much help for those who suffer from it.
15
68
302",15,68,302, ,0.09510489510489509
The New York Times,@nytimes,2021-12-05T08:50:06.000Z,"Scientists don't yet know if the Omicron variant spreads more easily or causes more severe disease, but for many, the news stirred feelings of anxiety and uncertainty. Here are tips on how to ease the mental toll of an evolving pandemic.
nytimes.com
With Omicron Comes Uncertainty. Here’s How to Handle It.
Experts share techniques to ease the mental toll of an evolving pandemic.
53
61
170The New York Times
@nytimes
·
Dec 5
Scientists don't yet know if the Omicron variant spreads more easily or causes more severe disease, but for many, the news stirred feelings of anxiety and uncertainty. Here are tips on how to ease the mental toll of an evolving pandemic.
nytimes.com
With Omicron Comes Uncertainty. Here’s How to Handle It.
Experts share techniques to ease the mental toll of an evolving pandemic.
53
61
170",53,61,170, Omicron ,0.27715617715617713
The New York Times,@nytimes,2021-12-05T08:20:03.000Z,"The creator and actor of the longest-running live-action sitcom in U.S. history, ""It's Always Sunny in Philadelphia,"" Rob McElhenney is taking on a new journey to nurture fresh talent as he embarks on ""the second half"" of his career.
nytimes.com
It’s Always Sunny With Rob McElhenney
The FXX series “It’s Always Sunny in Philadelphia” is about to become the longest-running live-action sitcom in U.S. history. Its energetic star and creator wants to know what’s next.
26
38
330The New York Times
@nytimes
·
Dec 5
The creator and actor of the longest-running live-action sitcom in U.S. history, ""It's Always Sunny in Philadelphia,"" Rob McElhenney is taking on a new journey to nurture fresh talent as he embarks on ""the second half"" of his career.
nytimes.com
It’s Always Sunny With Rob McElhenney
The FXX series “It’s Always Sunny in Philadelphia” is about to become the longest-running live-action sitcom in U.S. history. Its energetic star and creator wants to know what’s next.
26
38
330",26,38,330, Philadelphia second half FXX ,0.1383838383838384
The New York Times,@nytimes,2021-12-05T07:50:04.000Z,"Colton Underwood, the former ""Bachelor"" star, wants to make amends for going on the show in a failed attempt, he said, to ""bury being gay."" He hopes his new Netflix series, ""Coming Out Colton,"" will help people see how coming out can be a gift.
nytimes.com
Colton Underwood Comes Out and Comes Clean
The former “Bachelor” star announced he is gay on national TV in April. A new Netflix reality series seeks to share his journey and address the criticism.
72
58
230The New York Times
@nytimes
·
Dec 5
Colton Underwood, the former ""Bachelor"" star, wants to make amends for going on the show in a failed attempt, he said, to ""bury being gay."" He hopes his new Netflix series, ""Coming Out Colton,"" will help people see how coming out can be a gift.
nytimes.com
Colton Underwood Comes Out and Comes Clean
The former “Bachelor” star announced he is gay on national TV in April. A new Netflix reality series seeks to share his journey and address the criticism.
72
58
230",72,58,230, Bachelor Netflix April ,0.13062200956937797
The New York Times,@nytimes,2021-12-05T02:20:06.000Z,"The Winter Olympics in Beijing get underway on Feb. 4. Here’s a look at every sport at the Games.
nytimes.com
A Brief Guide to Every Sport at the Winter Olympics
From Alpine skiing to speedskating, and everything in between: Here are all the sports that are part of the Beijing Games in 2022.
58
69
303The New York Times
@nytimes
·
Dec 5
The Winter Olympics in Beijing get underway on Feb. 4. Here’s a look at every sport at the Games.
nytimes.com
A Brief Guide to Every Sport at the Winter Olympics
From Alpine skiing to speedskating, and everything in between: Here are all the sports that are part of the Beijing Games in 2022.
58
69
303",58,69,303, Olympics Beijing ,0.04545454545454545
The New York Times,@nytimes,2021-12-05T01:50:02.000Z,"A Palestinian knife assailant wounded an Israeli in East Jerusalem and was shot dead by the Israeli police, raising tensions in an epicenter of the Israeli-Palestinian conflict. Videos showed the officers kept shooting after the assailant had fallen.
nytimes.com
Palestinian Who Stabs Israeli in East Jerusalem Is Killed by Police
The incident, captured in videos, was at least the fifth such knife attack in Jerusalem since September.
92
61
193The New York Times
@nytimes
·
Dec 5
A Palestinian knife assailant wounded an Israeli in East Jerusalem and was shot dead by the Israeli police, raising tensions in an epicenter of the Israeli-Palestinian conflict. Videos showed the officers kept shooting after the assailant had fallen.
nytimes.com
Palestinian Who Stabs Israeli in East Jerusalem Is Killed by Police
The incident, captured in videos, was at least the fifth such knife attack in Jerusalem since September.
92
61
193",92,61,193, Palestinian Israeli Jerusalem Videos Stabs fifth September ,-0.14040404040404042
The New York Times,@nytimes,2021-12-05T01:20:03.000Z,"Give us five minutes and we’ll make you love the grand, colorful organ.
nytimes.com
5 Minutes That Will Make You Love the Organ
Listen to the biggest, loudest, most extravagant (yet incredibly subtle) instrument of them all.
20
33
123The New York Times
@nytimes
·
Dec 5
Give us five minutes and we’ll make you love the grand, colorful organ.
nytimes.com
5 Minutes That Will Make You Love the Organ
Listen to the biggest, loudest, most extravagant (yet incredibly subtle) instrument of them all.
20
33
123",20,33,123, five Organ ,0.313053613053613
The New York Times,@nytimes,2021-12-05T01:00:16.000Z,"To help find the best kits for children (or other beginners) interested in experimenting with electronics at home, 
@wirecutter
 turned to a panel of product testers aged 7 to 12.
nytimes.com
The Best Electronics Kits for Kids and Beginners
We tested electronics kits with kids ages 7 to 12 and got feedback from parents and makers to find the most engaging ways for kids to learn about electronics.
15
32
140The New York Times
@nytimes
·
Dec 5
To help find the best kits for children (or other beginners) interested in experimenting with electronics at home, 
@wirecutter
 turned to a panel of product testers aged 7 to 12.
nytimes.com
The Best Electronics Kits for Kids and Beginners
We tested electronics kits with kids ages 7 to 12 and got feedback from parents and makers to find the most engaging ways for kids to learn about electronics.
15
32
140",15,32,140, ,0.3990909090909091
The New York Times,@nytimes,2021-12-05T00:50:05.000Z,"In January, Congressman Elijah Cummings’s official portrait, painted posthumously by Baltimore artist Jerrell Gibbs, will be enshrined for posterity in the Capitol, where fewer than 20 of the hundreds of portraits there are of Black leaders.
nytimes.com
Painter of Elijah Cummings Portrait Finds It’s a Career-Changer
The Baltimore artist Jerrell Gibbs was commissioned to paint Maryland’s late Representative. The official portrait will be installed at the U.S. Capitol.
17
84
527The New York Times
@nytimes
·
Dec 5
In January, Congressman Elijah Cummings’s official portrait, painted posthumously by Baltimore artist Jerrell Gibbs, will be enshrined for posterity in the Capitol, where fewer than 20 of the hundreds of portraits there are of Black leaders.
nytimes.com
Painter of Elijah Cummings Portrait Finds It’s a Career-Changer
The Baltimore artist Jerrell Gibbs was commissioned to paint Maryland’s late Representative. The official portrait will be installed at the U.S. Capitol.
17
84
527",17,84,527, January Baltimore Capitol hundreds Black Maryland ,-0.15939393939393937
The New York Times,@nytimes,2021-12-05T00:20:05.000Z,"Alligator — chargrilled, blackened, fried, stewed, or roasted whole — is a delicacy and a way to tease out-of-town Gators fans in Baton Rouge, Louisiana, where tailgate cuisine is nearly as significant as the game.
nytimes.com
The Gator Finds a Place at the Tailgate
Alligator, long a food source for Louisianians, has become more popular nationally. But its big moment comes at an annual football matchup in Baton Rouge.
38
57
175The New York Times
@nytimes
·
Dec 5
Alligator — chargrilled, blackened, fried, stewed, or roasted whole — is a delicacy and a way to tease out-of-town Gators fans in Baton Rouge, Louisiana, where tailgate cuisine is nearly as significant as the game.
nytimes.com
The Gator Finds a Place at the Tailgate
Alligator, long a food source for Louisianians, has become more popular nationally. But its big moment comes at an annual football matchup in Baton Rouge.
38
57
175",38,57,175, Gators Louisiana Louisianians annual ,0.1724242424242424
The New York Times,@nytimes,2021-12-04T23:50:03.000Z,"Jacent Wamala is a 31-year-old therapist and financial coach who logged her debt repayment process on Instagram. For immigrants and people of color, she said, often “there is trauma around money.”
nytimes.com
Sharing Hard-Won Money Lessons to Build Generational Wealth
Wanting to help others in their communities, influencers of color who taught themselves how to pay off big debts and invest have developed audiences for their experience and advice.
45
90
455The New York Times
@nytimes
·
Dec 5
Jacent Wamala is a 31-year-old therapist and financial coach who logged her debt repayment process on Instagram. For immigrants and people of color, she said, often “there is trauma around money.”
nytimes.com
Sharing Hard-Won Money Lessons to Build Generational Wealth
Wanting to help others in their communities, influencers of color who taught themselves how to pay off big debts and invest have developed audiences for their experience and advice.
45
90
455",45,90,455, year Instagram ,0.048051948051948054
The New York Times,@nytimes,2021-12-04T19:30:10.000Z,"Similar to cucidati, the Italian fig cookies traditionally served at Christmastime, these melt-in-your-mouth pies are stuffed with a tender dried-fruit filling.
cooking.nytimes.com
Fig and Cherry Cookie Pies Recipe
Similar to cucidati, the Italian fig cookies traditionally served at Christmastime, these adorable mini pies are filled with dried figs, dried cherries and almonds, then topped with a pretty almond...
13
24
196The New York Times
@nytimes
·
Dec 4
Similar to cucidati, the Italian fig cookies traditionally served at Christmastime, these melt-in-your-mouth pies are stuffed with a tender dried-fruit filling.
cooking.nytimes.com
Fig and Cherry Cookie Pies Recipe
Similar to cucidati, the Italian fig cookies traditionally served at Christmastime, these adorable mini pies are filled with dried figs, dried cherries and almonds, then topped with a pretty almond...
13
24
196",13,24,196, Italian Christmastime Recipe ,0.07114624505928853
The New York Times,@nytimes,2021-12-04T19:26:18.000Z,"The decision was issued amid a broader reckoning over racist and Confederate symbols that have, for generations, dotted the United States’ town squares, universities and courthouses.
nytimes.com
Black Man Wins New Trial Over Confederate Memorabilia in Jury Room
A Tennessee appeals court granted Tim Gilbert a new trial after jurors deliberated in a room named after the United Daughters of the Confederacy.
26
45
228The New York Times
@nytimes
·
Dec 4
The decision was issued amid a broader reckoning over racist and Confederate symbols that have, for generations, dotted the United States’ town squares, universities and courthouses.
nytimes.com
Black Man Wins New Trial Over Confederate Memorabilia in Jury Room
A Tennessee appeals court granted Tim Gilbert a new trial after jurors deliberated in a room named after the United Daughters of the Confederacy.
26
45
228",26,45,228, Confederate Black Tennessee ,0.10538720538720539
The New York Times,@nytimes,2021-12-04T19:20:07.000Z,"With fresh citrus zest, juice and preserves, this buttery baked brown sugar cookie has a bright flavor, and the clove and black pepper is reminiscent of the piney, spiced scents of winter fir. You’ll love the way your kitchen smells while they bake.
cooking.nytimes.com
Spiced Orange Crumble Cookies Recipe
Citrus in three forms — fresh zest, juice and preserves — gives buttery baked goods a nice bright flavor This crisp brown sugar cookie is baked with orange marmalade, then topped with a grating of...
10
24
196The New York Times
@nytimes
·
Dec 4
With fresh citrus zest, juice and preserves, this buttery baked brown sugar cookie has a bright flavor, and the clove and black pepper is reminiscent of the piney, spiced scents of winter fir. You’ll love the way your kitchen smells while they bake.
cooking.nytimes.com
Spiced Orange Crumble Cookies Recipe
Citrus in three forms — fresh zest, juice and preserves — gives buttery baked goods a nice bright flavor This crisp brown sugar cookie is baked with orange marmalade, then topped with a grating of...
10
24
196",10,24,196, Cookies Recipe three ,0.34226475279106855
